"sn","chinese","ph","ty","hy","g2","wg","last_name_weight","first_name_weight"
18786,"\350\276\212","\343\204\215\343\204\250\343\204\243\313\207","gun","gun","guen","kun",0,0
18787,"\350\242\246","\343\204\213\343\204\232\313\213","na","na","na","na",0,0
18788,"\350\242\246","\343\204\220\343\204\251\343\204\235\313\212","jyue","jue","jiue","chueh",0,0
18789,"\345\204\217","\343\204\230\343\204\242\313\213","can","can","tsan","tsan",0,0
18790,"\346\265\227","\343\204\221\343\204\247\343\204\241\313\212","aiou","qiu","chiou","chiu",0,0
18791,"\345\237\236","\343\204\211\343\204\247","di","di","di","ti",0,0
18792,"\346\237\226","\343\204\225\343\204\240\313\212","shao","shao","shau","shao",0,0
18793,"\346\237\226","\343\204\225\343\204\240\313\213","shao","shao","shau","shao",0,0
18794,"\351\234\241","\343\204\207\343\204\236\313\213","mai","mai","mai","mai",0,0
18795,"\347\244\217","\343\204\247\343\204\235\313\213","ye","ye","ya","yeh",0,0
18796,"\345\227\201","\343\204\212\343\204\247\313\212","ti","ti","ti","ti",0,0
18797,"\345\210\254","\343\204\224\343\204\242\313\207","chan","chan","chan","chan",0,0
18798,"\345\210\254","\343\204\224\343\204\242\313\213","chan","chan","chan","chan",0,0
18799,"\345\236\206","\343\204\214\343\204\250\313\212","lu","lu","lu","lu",0,0
18800,"\351\260\233","\343\204\250\343\204\243","wun","wen","wen","wen",0,0
18801,"\351\242\260","\343\204\205\343\204\232\313\212","ba","ba","ba","pa",0,0
18802,"\351\242\260","\343\204\210\343\204\250\313\212","fu","fu","fu","fu",0,0
18803,"\346\220\200","\343\204\224\343\204\242","chan","chan","chan","chan",0,0
18804,"\351\272\201","\343\204\230\343\204\250","cu","cu","tsu","tsu",0,0
18805,"\346\227\212","\343\204\210\343\204\244\313\207","fang","fang","fang","fang",0,0
18806,"\347\241\266","\343\204\224\343\204\243\313\207","chen","chen","chen","chen",0,0
18807,"\350\260\272","\343\204\222\343\204\247\343\204\232","sia","xia","shia","hsia",0,0
18808,"\346\203\222","\343\204\217\343\204\234\313\212","he","he","he","he",0,0
18809,"\346\203\222","\343\204\217\343\204\234\313\213","he","he","he","he",0,0
18810,"\351\264\212","\343\204\223\343\204\245\313\213","jheng","zheng","jeng","cheng",0,0
18811,"\347\204\222","\343\204\214\343\204\251\313\207","lyu","lu","liu","lu",0,0
18812,"\350\256\257","\343\204\222\343\204\251\343\204\243\313\213","syun","xun","shiun","hsun",0,0
18813,"\351\232\232","\343\204\212\343\204\244\313\212","tang","tang","tang","tang",0,0
18814,"\347\242\266","\343\204\221\343\204\247\313\213","ci","qi","chi","chi",0,0
18815,"\345\275\215","\343\204\215\343\204\250\343\204\233","guo","guo","guo","kuo",0,0
18816,"\351\246\213","\343\204\224\343\204\242\313\212","chan","chan","chan","chan",0,0
18817,"\351\226\264","\343\204\221\343\204\251\313\213","cyu","qu","chiu","chu",0,0
18818,"\350\276\205","\343\204\210\343\204\250\313\207","fu","fu","fu","fu",0,0
18819,"\350\276\265","\343\204\224\343\204\250\343\204\233\313\213","chuo","chuo","chuo","cho",0,0
18820,"\346\214\241","\343\204\211\343\204\244\313\207","dang","dang","dang","tang",0,0
18821,"\346\214\241","\343\204\211\343\204\244\313\213","dang","dang","dang","tang",0,0
18822,"\351\211\261","\343\204\216\343\204\250\343\204\244\313\213","kuang","kuang","kuang","kuang",0,0
18823,"\345\273\265","\343\204\222\343\204\251\343\204\243\313\212","syun","xun","shiun","hsun",0,0
18824,"\345\203\203","\343\204\205\343\204\237\313\213","bei","bei","bei","pei",0,0
18825,"\351\260\226","\343\204\212\343\204\250\343\204\233\313\207","tuo","tuo","tuo","to",0,0
18826,"\350\273\203","\343\204\211\343\204\250\343\204\233\313\207","duo","duo","duo","to",0,0
18827,"\346\225\204","\343\204\207\343\204\241\313\212","mou","mou","mou","mou",0,0
18828,"\346\225\204","\343\204\250\313\213","wu","wu","wu","wu",0,0
18829,"\345\255\212","\343\204\207\343\204\247\313\207","mi","mi","mi","mi",0,0
18830,"\345\245\203","\343\204\211\343\204\247","di","di","di","ti",0,0
18831,"\345\245\203","\343\204\212\343\204\247\313\213","ti","ti","ti","ti",0,0
18832,"\347\256\200","\343\204\220\343\204\247\343\204\242\313\207","jian","jian","jian","chien",0,0
18833,"\350\224\204","\343\204\207\343\204\242\313\213","man","man","man","man",0,0
18834,"\345\232\257","\343\204\217\343\204\250\343\204\233\313\213","huo","huo","huo","huo",0,0
18835,"\350\240\272","\343\204\230\343\204\242\313\212","can","can","tsan","tsan",0,0
18836,"\345\201\226","\343\204\224\343\204\234\313\207","che","che","che","che",0,0
18837,"\350\215\225","\343\204\220\343\204\247\343\204\243","jin","jin","jin","chin",0,0
18838,"\346\210\273","\343\204\212\343\204\247\313\213","ti","ti","ti","ti",0,0
18839,"\351\245\257","\343\204\220\343\204\247\343\204\242\313\213","jian","jian","jian","chien",0,0
18840,"\350\257\234","\343\204\225\343\204\243","shen","shen","shen","shen",0,0
18841,"\345\242\233","\343\204\250\343\204\237\313\213","wei","wei","wei","wei",0,0
18842,"\345\261\267","\343\204\217\343\204\250\343\204\237\313\213","huei","hui","huei","hui",0,0
18843,"\350\205\226","\343\204\211\343\204\250\343\204\245\313\213","dong","dong","dung","tung",0,0
18844,"\344\275\212","\343\204\205\343\204\247\313\207","bi","bi","bi","pi",0,0
18845,"\346\272\200","\343\204\207\343\204\242\313\207","man","man","man","man",0,0
18846,"\347\214\211","\343\204\221\343\204\247\313\212","ci","qi","chi","chi",0,0
18847,"\345\275\235","\343\204\247\313\212","yi","yi","yi","yi",0,0
18848,"\347\234\260","\343\204\211\343\204\247\343\204\235\313\212","die","die","die","tieh",0,0
18849,"\347\234\260","\343\204\223\313\213","jhih","zhi","jr","chih",0,0
18850,"\345\231\237","\343\204\247\343\204\245","ying","ying","ying","ying",0,0
18851,"\350\275\270","\343\204\223\343\204\243\313\207","jhen","zhen","jen","chen",0,0
18852,"\345\213\210","\343\204\251\343\204\245\313\207","yong","yong","yung","yung",0,0
18853,"\346\266\243","\343\204\217\343\204\250\343\204\242\313\213","huan","huan","huan","huan",0,0
18854,"\346\265\220","\343\204\224\343\204\242\313\207","chan","chan","chan","chan",0,0
18855,"\350\272\255","\343\204\211\343\204\242","dan","dan","dan","tan",0,0
18856,"\347\224\273","\343\204\217\343\204\250\343\204\232\313\213","hua","hua","hua","hua",0,0
18857,"\350\243\223","\343\204\215\343\204\234\313\212","ge","ge","ge","ke",0,0
18858,"\350\243\223","\343\204\220\343\204\247\343\204\235","jie","jie","jie","chieh",0,0
18859,"\346\260\207","\343\204\214\343\204\250\313\207","lu","lu","lu","lu",0,0
18860,"\351\265\256","\343\204\221\343\204\247\343\204\242","cian","qian","chian","chien",0,0
18861,"\351\266\275","\343\204\222\343\204\251\343\204\243\313\213","syun","xun","shiun","hsun",0,0
18862,"\351\266\275","\343\204\231\343\204\250\343\204\243\313\207","sun","sun","suen","sun",0,0
18863,"\345\204\235","\343\204\221\343\204\251\343\204\245\313\212","cyoung","qiong","chiung","chiung",0,0
18864,"\350\201\256","\343\204\214\343\204\247\343\204\242\313\212","lian","lian","lian","lien",0,0
18865,"\344\274\271","\343\204\221\343\204\251","cyu","qu","chiu","chu",0,0
18866,"\350\257\214","\343\204\223\343\204\241","jhou","zhou","jou","chou",0,0
18867,"\351\242\225","\343\204\247\343\204\245\313\207","ying","ying","ying","ying",0,0
18868,"\351\232\272","\343\204\217\343\204\234\313\213","he","he","he","he",0,0
18869,"\351\232\272","\343\204\217\343\204\250\313\212","hu","hu","hu","hu",0,0
18870,"\350\232\246","\343\204\226\343\204\242\313\212","ran","ran","ran","jan",0,0
18871,"\347\267\265","\343\204\227\343\204\250\343\204\245","zong","zong","tzung","tsung",0,0
18872,"\347\267\265","\343\204\227\343\204\250\343\204\245\313\213","zong","zong","tzung","tsung",0,0
18873,"\346\270\222","\343\204\206\343\204\236\313\213","pai","pai","pai","pai",0,0
18874,"\351\276\201","\343\204\217\343\204\234\313\212","he","he","he","he",0,0
18875,"\350\233\257","\343\204\214\343\204\240\313\207","lao","lao","lau","lao",0,0
18876,"\346\247\236","\343\204\214\343\204\250\343\204\245\313\212","long","long","lung","lung",0,0
18877,"\351\224\216","\343\204\216\343\204\236","kai","kai","kai","kai",0,0
18878,"\346\232\232","\343\204\247\343\204\240\313\212","yao","yao","yau","yao",0,0
18879,"\345\253\220","\343\204\213\343\204\240\313\207","nao","nao","nau","nao",0,0
18880,"\350\213\204","\343\204\205\343\204\247\343\204\242\313\213","bian","bian","bian","pien",0,0
18881,"\350\225\260","\343\204\251\343\204\243\313\213","yun","yun","yun","yun",0,0
18882,"\347\201\234","\343\204\247\343\204\245\313\212","ying","ying","ying","ying",0,0
18883,"\347\246\243","\343\204\210\343\204\250\313\213","fu","fu","fu","fu",0,0
18884,"\346\246\237","\343\204\227\313\207","zih","zi","tz","tzu",0,0
18885,"\350\215\237","\343\204\217\343\204\250\343\204\237\313\213","huei","hui","huei","hui",0,0
18886,"\351\210\240","\343\204\247\313\213","yi","yi","yi","yi",0,0
18887,"\345\206\272","\343\204\207\343\204\247\343\204\243\313\207","min","min","min","min",0,0
18888,"\346\273\241","\343\204\207\343\204\242\313\207","man","man","man","man",0,0
18889,"\345\243\263","\343\204\216\343\204\234\313\212","ke","ke","ke","ke",0,0
18890,"\345\243\263","\343\204\221\343\204\247\343\204\240\313\213","ciao","qiao","chiau","chiao",0,0
18891,"\347\226\264","\343\204\216\343\204\234","ke","ke","ke","ke",0,0
18892,"\350\276\214","\343\204\214\343\204\247\343\204\244\313\212","liang","liang","liang","liang",0,0
18893,"\345\244\266","\343\204\205\343\204\247\313\207","bi","bi","bi","pi",0,0
18894,"\350\205\235","\343\204\226\343\204\250\343\204\242\313\207","ruan","ruan","ruan","juan",0,0
18895,"\351\223\233","\343\204\211\343\204\244","dang","dang","dang","tang",0,0
18896,"\351\223\233","\343\204\224\343\204\245","cheng","cheng","cheng","cheng",0,0
18897,"\345\207\242","\343\204\210\343\204\242\313\212","fan","fan","fan","fan",0,0
18898,"\346\265\223","\343\204\213\343\204\250\343\204\245\313\212","nong","nong","nung","nung",0,0
18899,"\351\225\253","\343\204\211\343\204\245\313\213","deng","deng","deng","teng",0,0
18900,"\351\232\257","\343\204\211\343\204\240\313\207","dao","dao","dau","tao",0,0
18901,"\346\211\265","\343\204\251\313\212","yu","yu","yu","yu",0,0
18902,"\347\253\260","\343\204\214\343\204\247\313\212","li","li","li","li",0,0
18903,"\351\262\261","\343\204\210\343\204\237","fei","fei","fei","fei",0,0
18904,"\345\243\262","\343\204\207\343\204\236\313\213","mai","mai","mai","mai",0,0
18905,"\344\276\251","\343\204\216\343\204\250\343\204\236\313\213","kuai","kuai","kuai","kuai",0,0
18906,"\346\277\231","\343\204\247\343\204\245\313\212","ying","ying","ying","ying",0,0
18907,"\346\242\275","\343\204\223\313\213","jhih","zhi","jr","chih",0,0
18908,"\345\240\222","\343\204\216\343\204\250\343\204\243","kun","kun","kuen","kun",0,0
18909,"\346\265\262","\343\204\210\343\204\245\313\212","fong","feng","feng","feng",0,0
18910,"\346\265\262","\343\204\217\343\204\250\343\204\245\313\212","hong","hong","hung","hung",0,0
18911,"\345\251\205","\343\204\220\343\204\251\313\212","jyu","ju","jiu","chu",0,0
18912,"\347\234\236","\343\204\223\343\204\243","jhen","zhen","jen","chen",0,0
18913,"\347\205\266","\343\204\225\313\213","shih","shi","shr","shih",0,0
18914,"\345\201\224","\343\204\234\313\213","e","e","e","e",0,0
18915,"\345\256\224","\343\204\223\343\204\250\313\207","jhu","zhu","ju","chu",0,0
18916,"\344\275\255","\343\204\222\343\204\247\343\204\244\313\212","siang","xiang","shiang","hsiang",0,0
18917,"\351\232\245","\343\204\211\343\204\245\313\213","deng","deng","deng","teng",0,0
18918,"\347\211\215","\343\204\211\343\204\250\313\212","du","du","du","tu",0,0
18919,"\347\250\245","\343\204\222\343\204\247\343\204\244","siang","xiang","shiang","hsiang",0,0
18920,"\344\272\226","\343\204\231\313\213","sih","si","sz","ssu",0,0
18921,"\346\247\207","\343\204\211\343\204\247\343\204\242","dian","dian","dian","tien",0,0
18922,"\345\232\210","\343\204\247\343\204\242\313\213","yan","yan","yan","yen",0,0
18923,"\346\226\215","\343\204\220\343\204\247\343\204\240\313\213","jiao","jiao","jiau","chiao",0,0
18924,"\346\226\215","\343\204\220\343\204\251\343\204\235\313\212","jyue","jue","jiue","chueh",0,0
18925,"\344\276\264","\343\204\217\343\204\240\313\213","hao","hao","hau","hao",0,0
18926,"\345\270\277","\343\204\217\343\204\241\313\212","hou","hou","hou","hou",0,0
18927,"\347\245\257","\343\204\223\343\204\243","jhen","zhen","jen","chen",0,0
18928,"\345\263\202","\343\204\212\343\204\250\343\204\245\313\212","tong","tong","tung","tung",0,0
18929,"\345\234\217","\343\204\220\343\204\251\343\204\242","jyuan","juan","jiuan","chuan",0,0
18930,"\345\234\217","\343\204\220\343\204\251\343\204\242\313\213","jyuan","juan","jiuan","chuan",0,0
18931,"\345\234\217","\343\204\221\343\204\251\343\204\242","cyuan","quan","chiuan","chuan",0,0
18932,"\351\217\251","\343\204\220\343\204\247\343\204\242\313\213","jian","jian","jian","chien",0,0
18933,"\351\217\251","\343\204\227\343\204\242\313\213","zan","zan","tzan","tsan",0,0
18934,"\350\235\277","\343\204\247\343\204\245\313\212","ying","ying","ying","ying",0,0
18935,"\350\237\232","\343\204\206\343\204\245\313\212","peng","peng","peng","peng",0,0
18936,"\345\204\236","\343\204\213\343\204\247\313\207","ni","ni","ni","ni",0,0
18937,"\345\270\210","\343\204\225","shih","shi","shr","shih",0,0
18938,"\345\207\200","\343\204\220\343\204\247\343\204\245\313\213","jing","jing","jing","ching",0,0
18939,"\345\207\200","\343\204\224\343\204\245","cheng","cheng","cheng","cheng",0,0
18940,"\347\255\276","\343\204\221\343\204\247\343\204\242","cian","qian","chian","chien",0,0
18941,"\345\201\274","\343\204\220\343\204\247\343\204\235\313\212","jie","jie","jie","chieh",0,0
18942,"\351\220\233","\343\204\247\343\204\245\313\207","ying","ying","ying","ying",0,0
18943,"\346\257\266","\343\204\231\343\204\242","san","san","san","san",0,0
18944,"\345\237\212","\343\204\211\343\204\247\313\213","di","di","di","ti",0,0
18945,"\351\245\247","\343\204\222\343\204\247\343\204\245\313\212","sing","xing","shing","hsing",0,0
18946,"\347\204\273","\343\204\224\343\204\244\313\213","chang","chang","chang","chang",0,0
18947,"\351\244\243","\343\204\247\343\204\235\313\213","ye","ye","ya","yeh",0,0
18948,"\347\231\212","\343\204\247\343\204\243\313\213","yin","yin","yin","yin",0,0
18949,"\347\240\230","\343\204\211\343\204\250\343\204\243\313\213","dun","dun","duen","tun",0,0
18950,"\351\263\212","\343\204\205\343\204\247\343\204\242","bian","bian","bian","pien",0,0
18951,"\345\235\225","\343\204\220\343\204\247\343\204\245","jing","jing","jing","ching",0,0
18952,"\350\207\275","\343\204\222\343\204\247\343\204\242\313\213","sian","xian","shian","hsien",0,0
18953,"\347\261\230","\343\204\212\343\204\245\313\212","teng","teng","teng","teng",0,0
18954,"\350\223\225","\343\204\215\343\204\250\343\204\237\313\213","guei","gui","guei","kuei",0,0
18955,"\345\262\233","\343\204\211\343\204\240\313\207","dao","dao","dau","tao",0,0
18956,"\347\267\210","\343\204\222\343\204\247\343\204\245\313\213","sing","xing","shing","hsing",0,0
18957,"\347\237\276","\343\204\210\343\204\242\313\212","fan","fan","fan","fan",0,0
18958,"\347\224\240","\343\204\221\343\204\247\343\204\245\313\212","cing","qing","ching","ching",0,0
18959,"\350\202\221","\343\204\205\343\204\233\313\212","bo","bo","bo","po",0,0
18960,"\350\202\221","\343\204\211\343\204\247\313\212","di","di","di","ti",0,0
18961,"\345\221\271","\343\204\247\313\213","yi","yi","yi","yi",0,0
18962,"\347\261\221","\343\204\223\343\204\250\343\204\242\313\213","jhuan","zhuan","juan","chuan",0,0
18963,"\345\263\253","\343\204\222\343\204\247\343\204\235\313\212","sie","xie","shie","hsieh",0,0
18964,"\345\263\253","\343\204\247\343\204\235\313\212","ye","ye","ya","yeh",0,0
18965,"\350\253\214","\343\204\211\343\204\250\343\204\245\313\207","dong","dong","dung","tung",0,0
18966,"\345\222\211","\343\204\247\343\204\244\313\207","yang","yang","yang","yang",0,0
18967,"\345\213\240","\343\204\214\343\204\250\313\213","lu","lu","lu","lu",0,0
18968,"\344\274\233","\343\204\251\313\207","yu","yu","yu","yu",0,0
18969,"\344\276\212","\343\204\215\343\204\250\343\204\245","gong","gong","gung","kung",0,0
18970,"\350\200\261","\343\204\207\343\204\233\313\213","mo","mo","mo","mo",0,0
18971,"\351\223\207","\343\204\205\343\204\240\313\213","bao","bao","bau","pao",0,0
18972,"\345\255\264","\343\204\213\343\204\247\313\207","ni","ni","ni","ni",0,0
18973,"\345\245\215","\343\204\220\343\204\251\343\204\242\313\213","jyuan","juan","jiuan","chuan",0,0
18974,"\345\245\215","\343\204\221\343\204\251\343\204\242","cyuan","quan","chiuan","chuan",0,0
18975,"\346\251\275","\343\204\212\343\204\232\313\213","ta","ta","ta","ta",0,0
18976,"\350\210\255","\343\204\205\343\204\247\313\207","bi","bi","bi","pi",0,0
18977,"\346\226\276","\343\204\206\343\204\237\313\213","pei","pei","pei","pei",0,0
18978,"\344\270\252","\343\204\215\343\204\234\313\207","ge","ge","ge","ke",0,0
18979,"\344\270\252","\343\204\215\343\204\234\313\213","ge","ge","ge","ke",0,0
18980,"\347\273\216","\343\204\247\313\213","yi","yi","yi","yi",0,0
18981,"\351\262\226","\343\204\212\343\204\250\343\204\245\313\212","tong","tong","tung","tung",0,0
18982,"\346\265\226","\343\204\214\343\204\247\343\204\235\313\213","lie","lie","lie","lieh",0,0
18983,"\344\275\213","\343\204\223\343\204\240","jhao","zhao","jau","chao",0,0
18984,"\344\275\213","\343\204\225\343\204\240\313\213","shao","shao","shau","shao",0,0
18985,"\350\222\200","\343\204\251\343\204\243","yun","yun","yun","yun",0,0
18986,"\351\200\253","\343\204\223\343\204\250\313\212","jhu","zhu","ju","chu",0,0
18987,"\350\225\232","\343\204\234\313\213","e","e","e","e",0,0
18988,"\346\250\257","\343\204\221\343\204\247\343\204\244\313\212","ciang","qiang","chiang","chiang",0,0
18989,"\345\223\227","\343\204\217\343\204\250\343\204\232","hua","hua","hua","hua",0,0
18990,"\345\223\227","\343\204\217\343\204\250\343\204\232\313\212","hua","hua","hua","hua",0,0
18991,"\345\216\215","\343\204\225\343\204\234\313\213","she","she","she","she",0,0
18992,"\345\262\276","\343\204\223\343\204\242","jhan","zhan","jan","chan",0,0
18993,"\351\213\255","\343\204\226\343\204\250\343\204\237\313\213","ruei","rui","ruei","jui",0,0
18994,"\345\233\276","\343\204\212\343\204\250\313\212","tu","tu","tu","tu",0,0
18995,"\345\273\217","\343\204\220\343\204\247\343\204\241\313\213","jiou","jiu","jiou","chiu",0,0
18996,"\345\256\257","\343\204\222\343\204\247\343\204\240","siao","xiao","shiau","hsiao",0,0
18997,"\347\272\245","\343\204\215\343\204\234","ge","ge","ge","ke",0,0
18998,"\347\272\245","\343\204\217\343\204\234\313\212","he","he","he","he",0,0
18999,"\351\261\275","\343\204\211\343\204\240","dao","dao","dau","tao",0,0
19000,"\350\277\234","\343\204\251\343\204\242\313\207","yuan","yuan","yuan","yuan",0,0
19001,"\350\277\234","\343\204\251\343\204\242\313\213","yuan","yuan","yuan","yuan",0,0
19002,"\351\226\201","\343\204\207\343\204\232\313\213","ma","ma","ma","ma",0,0
19003,"\347\206\272","\343\204\222\343\204\247","si","xi","shi","hsi",0,0
19004,"\346\241\251","\343\204\223\343\204\250\343\204\244","jhuang","zhuang","juang","chuang",0,0
19005,"\350\250\253","\343\204\222\343\204\247\343\204\243\313\213","sin","xin","shin","hsin",0,0
19006,"\351\203\223","\343\204\251\343\204\243\313\213","yun","yun","yun","yun",0,0
19007,"\346\225\240","\343\204\211\343\204\250\343\204\233","duo","duo","duo","to",0,0
19008,"\346\225\240","\343\204\221\343\204\251\343\204\235\313\213","cyue","que","chiue","chueh",0,0
19009,"\346\204\245","\343\204\247\343\204\245","ying","ying","ying","ying",0,0
19010,"\346\244\243","\343\204\211\343\204\247\343\204\242\313\207","dian","dian","dian","tien",0,0
19011,"\347\256\201","\343\204\205\343\204\250\313\213","bu","bu","bu","pu",0,0
19012,"\347\256\201","\343\204\206\343\204\241\313\212","pou","pou","pou","pou",0,0
19013,"\347\256\201","\343\204\206\343\204\250\313\212","pu","pu","pu","pu",0,0
19014,"\347\256\201","\343\204\210\343\204\250\313\212","fu","fu","fu","fu",0,0
19015,"\351\222\242","\343\204\215\343\204\244","gang","gang","gang","kang",0,0
19016,"\351\222\242","\343\204\215\343\204\244\313\213","gang","gang","gang","kang",0,0
19017,"\347\246\245","\343\204\221\343\204\247\313\212","ci","qi","chi","chi",0,0
19018,"\347\272\251","\343\204\216\343\204\250\343\204\244\313\213","kuang","kuang","kuang","kuang",0,0
19019,"\351\257\277","\343\204\205\343\204\247\343\204\242","bian","bian","bian","pien",0,0
19020,"\350\276\204","\343\204\223\343\204\234\313\212","jhe","zhe","je","che",0,0
19021,"\350\271\203","\343\204\213\343\204\250\343\204\233\313\213","nuo","nuo","nuo","no",0,0
19022,"\345\234\270","\343\204\225\343\204\242","shan","shan","shan","shan",0,0
19023,"\351\260\230","\343\204\225\313\213","shih","shi","shr","shih",0,0
19024,"\346\213\250","\343\204\205\343\204\233","bo","bo","bo","po",0,0
19025,"\351\234\273","\343\204\210\343\204\245","fong","feng","feng","feng",0,0
19026,"\350\207\266","\343\204\220\343\204\247\343\204\242\313\213","jian","jian","jian","chien",0,0
19027,"\346\250\242","\343\204\207\343\204\250\313\213","mu","mu","mu","mu",0,0
19028,"\346\250\242","\343\204\213\343\204\247\343\204\240\313\207","niao","niao","niau","niao",0,0
19029,"\351\236\220","\343\204\221\343\204\247\343\204\232\313\207","cia","qia","chia","chia",0,0
19030,"\345\256\240","\343\204\224\343\204\250\343\204\245\313\207","chong","chong","chung","chung",0,0
19031,"\347\225\201","\343\204\205\343\204\247\313\213","bi","bi","bi","pi",0,0
19032,"\347\225\201","\343\204\221\343\204\247\313\212","ci","qi","chi","chi",0,0
19033,"\351\235\227","\343\204\224\343\204\245","cheng","cheng","cheng","cheng",0,0
19034,"\351\230\215","\343\204\217\343\204\250\343\204\243","hun","hun","huan","hun",0,0
19035,"\346\241\226","\343\204\222\343\204\251\343\204\235\313\213","syue","xue","shiue","hsueh",0,0
19036,"\347\204\225","\343\204\217\343\204\250\343\204\242\313\213","huan","huan","huan","huan",0,0
19037,"\346\226\230","\343\204\225\343\204\245","sheng","sheng","sheng","sheng",0,0
19038,"\350\257\220","\343\204\205\343\204\247\313\213","bi","bi","bi","pi",0,0
19039,"\347\253\203","\343\204\227\343\204\240\313\213","zao","zao","tzau","tsao",0,0
19040,"\345\262\271","\343\204\212\343\204\247\343\204\240\313\212","tiao","tiao","tiau","tiao",0,0
19041,"\351\201\214","\343\204\234\313\213","e","e","e","e",0,0
19042,"\347\234\206","\343\204\210\343\204\244\313\207","fang","fang","fang","fang",0,0
19043,"\346\252\253","\343\204\224\343\204\232\313\212","cha","cha","cha","cha",0,0
19044,"\347\223\214","\343\204\215\343\204\250\343\204\237","guei","gui","guei","kuei",0,0
19045,"\351\224\267","\343\204\234\313\213","e","e","e","e",0,0
19046,"\350\224\263","\343\204\221\343\204\247\343\204\242\313\213","cian","qian","chian","chien",0,0
19047,"\345\210\247","\343\204\220\343\204\247\343\204\235\313\212","jie","jie","jie","chieh",0,0
19048,"\347\272\276","\343\204\225\343\204\250","shu","shu","shu","shu",0,0
19049,"\347\202\273","\343\204\225\313\212","shih","shi","shr","shih",0,0
19050,"\351\233\221","\343\204\227\343\204\232\313\212","za","za","tza","tsa",0,0
19051,"\347\215\210","\343\204\247\313\213","yi","yi","yi","yi",0,0
19052,"\346\235\222","\343\204\226\343\204\243\313\213","ren","ren","ren","jen",0,0
19053,"\346\235\222","\343\204\246\313\212","er","er","er","erh",0,0
19054,"\345\276\215","\343\204\220\343\204\247\343\204\232","jia","jia","jia","chia",0,0
19055,"\345\276\215","\343\204\250\343\204\232","wa","wa","wa","wa",0,0
19056,"\345\276\215","\343\204\250\343\204\244\313\213","wang","wang","wang","wang",0,0
19057,"\351\270\274","\343\204\223\343\204\241","jhou","zhou","jou","chou",0,0
19058,"\351\220\204","\343\204\217\343\204\250\343\204\244\313\212","huang","huang","huang","huang",0,0
19059,"\347\276\220","\343\204\214\343\204\247\343\204\245\313\212","ling","ling","ling","ling",0,0
19060,"\345\212\265","\343\204\220\343\204\251\343\204\242\313\213","jyuan","juan","jiuan","chuan",0,0
19061,"\350\211\214","\343\204\213\343\204\247\343\204\242\313\213","nian","nian","nian","nien",0,0
19062,"\345\267\265","\343\204\223","jhih","zhi","jr","chih",0,0
19063,"\345\214\253","\343\204\217\343\204\250","hu","hu","hu","hu",0,0
19064,"\345\215\250","\343\204\222\343\204\247\343\204\235\313\213","sie","xie","shie","hsieh",0,0
19065,"\351\240\242","\343\204\216\343\204\250\343\204\233\313\213","kuo","kuo","kuo","kuo",0,0
19066,"\345\223\237","\343\204\247\343\204\233","yo","yo","yo","yo",0,0
19067,"\345\216\253","\343\204\240\313\212","ao","ao","au","ao",0,0
19068,"\346\266\244","\343\204\211\343\204\247\313\212","di","di","di","ti",0,0
19069,"\350\277\201","\343\204\221\343\204\247\343\204\242","cian","qian","chian","chien",0,0
19070,"\350\216\272","\343\204\247\343\204\245","ying","ying","ying","ying",0,0
19071,"\351\271\211","\343\204\250\313\207","wu","wu","wu","wu",0,0
19072,"\345\231\234","\343\204\214\343\204\250","lu","lu","lu","lu",0,0
19073,"\350\267\204","\343\204\221\343\204\247\343\204\244","ciang","qiang","chiang","chiang",0,0
19074,"\350\267\204","\343\204\221\343\204\247\343\204\244\313\213","ciang","qiang","chiang","chiang",0,0
19075,"\351\225\203","\343\204\227","zih","zi","tz","tzu",0,0
19076,"\351\272\236","\343\204\223\343\204\244","jhang","zhang","jang","chang",0,0
19077,"\350\207\253","\343\204\220\343\204\247\343\204\240\313\207","jiao","jiao","jiau","chiao",0,0
19078,"\347\204\251","\343\204\206\343\204\247\343\204\245\313\212","ping","ping","ping","ping",0,0
19079,"\347\224\274","\343\204\211\343\204\247\343\204\245","ding","ding","ding","ting",0,0
19080,"\347\224\274","\343\204\212\343\204\247\343\204\245\313\207","ting","ting","ting","ting",0,0
19081,"\347\264\264","\343\204\205\343\204\233","bo","bo","bo","po",0,0
19082,"\347\264\264","\343\204\205\343\204\247\313\213","bi","bi","bi","pi",0,0
19083,"\345\241\203","\343\204\217\343\204\250\343\204\244","huang","huang","huang","huang",0,0
19084,"\346\234\267","\343\204\207\343\204\250\313\213","mu","mu","mu","mu",0,0
19085,"\346\234\267","\343\204\211\343\204\240","dao","dao","dau","tao",0,0
19086,"\346\234\267","\343\204\212\343\204\247\343\204\240\313\212","tiao","tiao","tiau","tiao",0,0
19087,"\346\215\242","\343\204\217\343\204\250\343\204\242\313\213","huan","huan","huan","huan",0,0
19088,"\350\264\247","\343\204\217\343\204\250\343\204\233\313\213","huo","huo","huo","huo",0,0
19089,"\345\264\203","\343\204\214\343\204\236\313\212","lai","lai","lai","lai",0,0
19090,"\351\220\246","\343\204\216\343\204\236","kai","kai","kai","kai",0,0
19091,"\345\230\207","\343\204\225\343\204\242","shan","shan","shan","shan",0,0
19092,"\345\230\207","\343\204\230\343\204\242\313\213","can","can","tsan","tsan",0,0
19093,"\345\200\273","\343\204\247\343\204\235","ye","ye","ya","yeh",0,0
19094,"\350\205\227","\343\204\206\343\204\247\313\212","pi","pi","pi","pi",0,0
