"sn","chinese","ph","ty","hy","g2","wg","last_name_weight","first_name_weight"
14445,"\346\234\216","\343\204\214\343\204\247\343\204\245\313\212","ling","ling","ling","ling",0,0
14446,"\347\225\223","\343\204\211\343\204\250\343\204\233","duo","duo","duo","to",0,0
14447,"\351\206\227","\343\204\206\343\204\233","po","po","po","po",0,0
14448,"\351\206\227","\343\204\210\343\204\232","fa","fa","fa","fa",0,0
14449,"\345\237\277","\343\204\213\343\204\247\313\212","ni","ni","ni","ni",0,0
14450,"\346\265\222","\343\204\217\343\204\250\313\207","hu","hu","hu","hu",0,0
14451,"\346\265\222","\343\204\222\343\204\251\313\207","syu","xu","shiu","hsu",0,0
14452,"\350\214\275","\343\204\223\343\204\250\343\204\245\313\213","jhong","zhong","jung","chung",0,0
14453,"\346\255\275","\343\204\223\343\204\234\313\212","jhe","zhe","je","che",0,0
14454,"\345\224\200","\343\204\247\343\204\241\313\213","you","you","you","yu",0,0
14455,"\350\242\260","\343\204\205\343\204\233","bo","bo","bo","po",0,0
14456,"\346\251\234","\343\204\220\343\204\251\343\204\235\313\212","jyue","jue","jiue","chueh",0,0
14457,"\351\241\207","\343\204\230\343\204\250\343\204\237\313\213","cuei","cui","tsuei","tsui",0,0
14458,"\351\251\267","\343\204\231\313\213","sih","si","sz","ssu",0,0
14459,"\347\215\255","\343\204\212\343\204\232\313\207","ta","ta","ta","ta",0,0
14460,"\345\206\241","\343\204\207\343\204\245\313\207","meng","meng","meng","meng",0,0
14461,"\345\205\273","\343\204\247\343\204\244\313\207","yang","yang","yang","yang",0,0
14462,"\351\265\243","\343\204\214\343\204\236\313\213","lai","lai","lai","lai",0,0
14463,"\351\254\223","\343\204\205\343\204\247\343\204\243\313\213","bin","bin","bin","pin",0,0
14464,"\345\200\201","\343\204\223","jhih","zhi","jr","chih",0,0
14465,"\350\201\224","\343\204\214\343\204\247\343\204\242\313\212","lian","lian","lian","lien",0,0
14466,"\345\245\235","\343\204\211\343\204\247\343\204\240","diao","diao","diau","tiao",0,0
14467,"\351\264\214","\343\204\210\343\204\245\313\213","fong","feng","feng","feng",0,0
